State,BoreholeName,BoreholeURI,x,y,countSum,Length,TsgLink
sa,KOKDD 20,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185417,135.1230214,-31.0287431,55,45.8,https://nvclstore.z8.web.core.windows.net/SA/185417_KOKDD20.zip
sa,KOKDD 24,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185421,135.1245964,-31.0314671,24,66.6,https://nvclstore.z8.web.core.windows.net/SA/185421_KOKDD24.zip
sa,TARDD 85,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185511,134.6365115,-30.8027271,243,155.3,https://nvclstore.z8.web.core.windows.net/SA/185511 TARDD85.zip
sa,TARDD 86,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185512,134.6364415,-30.8019501,655,150.4,https://nvclstore.z8.web.core.windows.net/SA/185512 TARDD86.zip
sa,LD95 1,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185524,140.5748638,-31.2539005,41,146.7,https://nvclstore.z8.web.core.windows.net/SA/185524_LD95-1.zip
sa,LD95 1A,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185525,140.5736037,-31.2538965,102,202.1,https://nvclstore.z8.web.core.windows.net/SA/185525_LD95-1A.zip
sa,LD95 2,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185526,140.5783447,-31.2268435,404,229.2,https://nvclstore.z8.web.core.windows.net/SA/185526_LD95-2.zip
sa,LD95 3,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185527,140.5753648,-31.2123975,280,399.8,https://nvclstore.z8.web.core.windows.net/SA/185527_LD95-3.zip
sa,CD93 3,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185583,135.4400264,-29.4289352,135,121.0,https://nvclstore.z8.web.core.windows.net/SA/185583_CD93_3.zip
sa,CD93 4,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185584,135.4465234,-29.4359792,279,186.0,https://nvclstore.z8.web.core.windows.net/SA/185584_CD94_4.zip
sa,CD93 5,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185585,135.4436064,-29.4384982,3673,131.0,https://nvclstore.z8.web.core.windows.net/SA/185585_CD93_5.zip
sa,CD93 6,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185586,135.4632354,-29.4469332,3969,188.0,https://nvclstore.z8.web.core.windows.net/SA/185586_CD93_6.zip
sa,CD93 8,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185588,135.1248895,-29.3005832,77,284.6,https://nvclstore.z8.web.core.windows.net/SA/185588_CD93_8.zip
sa,ED97 1A,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/185601,140.5942267,-31.3847555,137,326.8,https://nvclstore.z8.web.core.windows.net/SA/185601_ED97-1A.zip
sa,TARDD 90,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186163,134.6722355,-30.8135241,458,187.7,https://nvclstore.z8.web.core.windows.net/SA/186163_TARDD90.zip
sa,TARDD 91,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186164,134.6722715,-30.8121791,172,162.8,https://nvclstore.z8.web.core.windows.net/SA/186164_TARDD91.zip
sa,TARDD 92,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186165,134.6721805,-30.8143901,133,200.5,https://nvclstore.z8.web.core.windows.net/SA/186165_TARDD92.zip
sa,TARDD 93,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186166,134.6722275,-30.8129011,331,128.5,https://nvclstore.z8.web.core.windows.net/SA/186166_TAR_DD93.zip
sa,PADD 1,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186196,139.3438077,-34.6950464,14,162.6,https://nvclstore.z8.web.core.windows.net/SA/186196_PADD1.zip
sa,PADD 2,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186197,139.3868156,-34.7166324,228,101.5,https://nvclstore.z8.web.core.windows.net/SA/186197_PADD2.zip
sa,PADD 3,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186198,139.4448936,-34.6999404,862,119.4,https://nvclstore.z8.web.core.windows.net/SA/186198_PADD3.zip
sa,PADD 5,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186200,139.4606536,-34.8214144,108,181.1,https://nvclstore.z8.web.core.windows.net/SA/186200_PADD5.zip
sa,PADD 6,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186201,139.2898178,-34.3827294,309,165.35,https://nvclstore.z8.web.core.windows.net/SA/186201_PADD6.zip
sa,PADD 7,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186202,139.2959568,-34.3481004,28,213.6,https://nvclstore.z8.web.core.windows.net/SA/186202_PADD7.zip
sa,PADD 8,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186203,139.3966468,-34.3242124,22,201.5,https://nvclstore.z8.web.core.windows.net/SA/186203_PADD8.zip
sa,PADD 9,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186204,139.3052168,-34.3471374,40,188.0,https://nvclstore.z8.web.core.windows.net/SA/186204_PADD9.zip
sa,PADD 10,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186205,139.3765628,-34.3117744,400,201.4,https://nvclstore.z8.web.core.windows.net/SA/186205_PADD10.zip
sa,BGDDH 4,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186232,134.4639436,-30.7677941,596,200.0,https://nvclstore.z8.web.core.windows.net/SA/186232_BGDDH4.zip
sa,LD98 1,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/186974,140.6095557,-31.2458905,65,391.25,https://nvclstore.z8.web.core.windows.net/SA/186974_LD98-1.zip
sa,KGD01 1,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/187410,137.2017225,-34.1270453,35,165.7,https://nvclstore.z8.web.core.windows.net/SA/187410_KGD01C.zip
sa,KEN 2,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/191630,134.9737274,-30.9225321,42,100.0,https://nvclstore.z8.web.core.windows.net/SA/191630_KEN2.zip
sa,KEN 3,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/191631,134.9683584,-30.9230811,32,102.0,https://nvclstore.z8.web.core.windows.net/SA/191631_KEN3.zip
sa,MALD 1,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192428,137.7462893,-33.8767913,281,362.17,https://nvclstore.z8.web.core.windows.net/SA/192428_MALD1.zip
sa,MENNINNIE DAM MD 15,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192450,136.4167819,-32.6437953,3467,732.0,https://nvclstore.z8.web.core.windows.net/SA/192450_MD15.zip
sa,MENNINNIE DAM MD 16,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192451,136.4214378,-32.6437343,963,430.8,https://nvclstore.z8.web.core.windows.net/SA/192451_MD16.zip
sa,MENNINNIE DAM MD 18,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192453,136.4140149,-32.6529453,170,658.2,https://nvclstore.z8.web.core.windows.net/SA/192453_MD18.zip
sa,MENNINNIE DAM MD 19,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192454,136.4188649,-32.6528823,2448,526.5,https://nvclstore.z8.web.core.windows.net/SA/192454_MD19.zip
sa,MENNINNIE DAM MD 24,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192458,136.4157659,-32.6476853,3994,600.0,https://nvclstore.z8.web.core.windows.net/SA/192458_MD24.zip
sa,MENNINNIE DAM MD 25,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192459,136.4151199,-32.6567483,5213,658.4,https://nvclstore.z8.web.core.windows.net/SA/192459_MD_25.zip
sa,MENNINNIE DAM MD 27,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192461,136.4146529,-32.6446943,2074,725.0,https://nvclstore.z8.web.core.windows.net/SA/192461_MD27.zip
sa,MENNINNIE DAM MD 32,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/192464,136.4171599,-32.6616863,6418,633.5,https://nvclstore.z8.web.core.windows.net/SA/192464_MD32.zip
sa,PDBN-134,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/193082,135.4517291,-32.8427571,21,246.0,https://nvclstore.z8.web.core.windows.net/SA/193082_PDBN-134.zip
sa,MENNINNIE DAM MD 30,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/193505,136.4172689,-32.6584563,141,551.0,https://nvclstore.z8.web.core.windows.net/SA/193505_MD30.zip
sa,MAWD 1,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/193683,137.6743903,-33.8939693,44,263.9,https://nvclstore.z8.web.core.windows.net/SA/193683_MAWD1.zip
sa,PDBN-135,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/194931,135.4527291,-32.8421741,13,177.2,https://nvclstore.z8.web.core.windows.net/SA/194931_PDBN-135.zip
sa,HKDD 6,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/195689,135.1172015,-29.9996532,241,189.3,https://nvclstore.z8.web.core.windows.net/SA/195689_HKDD06.zip
sa,HKDD 14,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/195697,135.1192695,-30.0000962,83,152.7,https://nvclstore.z8.web.core.windows.net/SA/195697_HKDD14.zip
sa,HKDD 17,https://sarigdata.pir.sa.gov.au/nvcl/resource/feature/PIRSA/borehole/195700,135.1223695,-29.9978462,121,171.5,https://nvclstore.z8.web.core.windows.net/SA/195700_HKDD17.zip
qld,MIRRICA 1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/1006,138.293906,-23.65382802,49,833.9,
qld,MUTTABURRA 1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/1045,144.501152,-22.73178702,82,1295.8,
qld,MOUNT COOLON 5,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/1476,147.151107,-21.34844501,7,132.9,
qld,MACHATTIE 1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/1500,140.309544,-24.81515002,7,1175.3,
qld,BRADLEY 1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/1984,138.086197,-22.16077201,3565,400.4,
qld,DOBBYN 1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/1989,140.381447,-19.29542501,9,848.2,
qld,TODD 1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/3091,138.460983,-22.85627802,2924,881.0,
qld,MOUNT WHELAN 1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/442,138.877869,-23.30849802,45,603.0,
qld,MOUNT CHALMERS MINE MC13,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/59710,150.653276,-23.29780102,86,,
qld,MOUNT CHALMERS MINE FRD020,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/59713,150.655037,-23.29261802,7,,
qld,GYMPIE GOLDFIELD G162,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/63144,152.678247,-26.22105802,7,,
qld,MULLIGAN MULDDH001,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/63518,138.554858,-24.90158902,6,,
qld,GOLF COURSE SXFED1,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/68545,139.474932,-20.75466901,22,,
qld,STARRA 276 STQ1097,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/71573,140.477713,-21.66540901,9,,
qld,TREKELANO TKD0174,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/72558,139.899953,-21.48522901,22,,
qld,GEORGETOWN NS6,https://geology.information.qld.gov.au/resource/feature/gsq/borehole/957,143.048358,-18.65958401,10,100.0,
nt,GODD032,http://geology.data.nt.gov.au/resource/feature/ntgs/borehole/8446870_GODD032,134.0674586,-19.43066729,78,1279.0,https://nvclstore.z8.web.core.windows.net/NT/8446870_GODD032.zip
nsw,Cone - Tindara: TD9203,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_001205,141.0873941,-30.66582903,0,378.1,https://nvclstore.z8.web.core.windows.net/NSW/TD9204.zip
nsw,Polygonum - Woolshed: RD84P04,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_001574,141.0465441,-31.6930953,787,240.0,https://nvclstore.z8.web.core.windows.net/NSW/RD84P04.zip
nsw,Thackaringa: DD95TH02,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_001619,141.1390027,-32.05356382,200,200.0,https://nvclstore.z8.web.core.windows.net/NSW/DD95TH02.zip
nsw,Eaglehawk: DD95EHK1,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_001764,141.6037591,-32.42856886,41,129.5,https://nvclstore.z8.web.core.windows.net/NSW/DD95EHK1.zip
nsw,Copper Blow: DDHCB6,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_002001,141.5052024,-32.12979509,185,303.0,https://nvclstore.z8.web.core.windows.net/NSW/DDHCB6.zip
nsw,Rupee/Thorndale - Anomaly A: BH81-5,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_002041,141.4892775,-32.0264427,50,361.3,https://nvclstore.z8.web.core.windows.net/NSW/BH81-5.zip
nsw,Blind Calf - Melrose: PDH2/2A,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_002832,146.9424896,-32.59578421,22,122.2,https://nvclstore.z8.web.core.windows.net/NSW/PDH2_2A.zip
nsw,Blind Calf - Melrose: PDH3/3A,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_002833,146.9444705,-32.59771558,58,116.4,https://nvclstore.z8.web.core.windows.net/NSW/PDH3_3A.zip
nsw,Peak Hill: PHD2,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_003427,148.1967487,-32.72193675,9699,282.0,https://nvclstore.z8.web.core.windows.net/NSW/PHD2.zip
nsw,Peak Hill: PHD3,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_003428,148.1975866,-32.72075616,26761,518.2,https://nvclstore.z8.web.core.windows.net/NSW/PHD3.zip
nsw,Peak Hill: PHD4,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_003429,148.1982683,-32.72386153,6733,391.4,https://nvclstore.z8.web.core.windows.net/NSW/PHD4.zip
nsw,Peak Hill: PHD4A,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_003430,148.1982683,-32.72386153,279,226.3,https://nvclstore.z8.web.core.windows.net/NSW/PHD4A.zip
nsw,Kelvin Grove Intrusion: FKD3,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_003446,147.467936,-32.72248751,1164,248.8,https://nvclstore.z8.web.core.windows.net/NSW/FKD-3.zip
nsw,Kelvin Grove Intrusion: FKD4,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_003447,147.4673435,-32.72552065,1512,305.0,https://nvclstore.z8.web.core.windows.net/NSW/FKD4.zip
nsw,Browns Reef - Lake Cargelligo: BR6,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_004942,146.3228404,-33.31897412,107,262.0,https://nvclstore.z8.web.core.windows.net/NSW/BR6.zip
nsw,Tara Mine: 77-TD1,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_005386,145.9332745,-32.02205133,572,242.3,https://nvclstore.z8.web.core.windows.net/NSW/77-TD1.zip
nsw,Peak Hill: DDHOPH2,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_005553,148.1999679,-32.72647009,540,223.0,https://nvclstore.z8.web.core.windows.net/NSW/DDHOPH2.zip
nsw,Barney Anomaly Mundoe - Mount Hope: MPH1,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_006831,146.1744748,-32.84629574,177,81.0,https://nvclstore.z8.web.core.windows.net/NSW/MPH1.zip
nsw,Yiddah - Barmedman: YHD08,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_008657,147.3328277,-34.04928113,267,396.6,https://nvclstore.z8.web.core.windows.net/NSW/YHD08.zip
nsw,Huntley: HDD001,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_013032,149.1528825,-33.37035839,127,196.1,https://nvclstore.z8.web.core.windows.net/NSW/HDD001.zip
nsw,Mooney Mooney: DDHMM-2,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_014170,148.1551193,-34.7940622,760,150.2,https://nvclstore.z8.web.core.windows.net/NSW/DDHMM-2.zip
nsw,Carpina Ridge: DD91CRR2,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_016365,146.6526678,-32.34338603,84,300.5,https://nvclstore.z8.web.core.windows.net/NSW/DD91CRR2.zip
nsw,Springdale - Merri Hill: 95SMD-67,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_018826,147.6962649,-34.56953789,2309,150.0,https://nvclstore.z8.web.core.windows.net/NSW/95SMD-67.zip
nsw,Long Tunnel: DD90LT4,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_025061,148.0143882,-35.03524105,139,96.0,https://nvclstore.z8.web.core.windows.net/NSW/DD90LT4.zip
nsw,Galwadgere - Wellington: DDH-G26,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_025100,149.0516564,-32.6638793,215,142.0,https://nvclstore.z8.web.core.windows.net/NSW/DDH-G26.zip
nsw,Galwadgere - Wellington: DDH-G30,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_025104,149.052628,-32.66300666,125,252.9,https://nvclstore.z8.web.core.windows.net/NSW/DDH-G30.zip
nsw,Conrad Mine: HOWELL4,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_025245,151.0277131,-29.95889556,10,59.6,https://nvclstore.z8.web.core.windows.net/NSW/HOWELL4.zip
nsw,Canbelego Copper Mine: CC-5,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_039545,146.3058704,-31.62657118,233,350.2,https://nvclstore.z8.web.core.windows.net/NSW/CC-5.zip
nsw,Overflow - Bobadah: BOBRCPC1,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_040141,146.695243,-32.30401892,101,207.0,https://nvclstore.z8.web.core.windows.net/NSW/BOBRCPC1.zip
nsw,Mount Hope - Great Central South: GCS-2,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_040497,145.8551927,-32.90128923,308,241.4,https://nvclstore.z8.web.core.windows.net/NSW/GCS-2.zip
nsw,Koonenberry - Mount Arrowsmith East: DH 119113,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_043906,141.6679834,-30.16396832,105,65.0,https://nvclstore.z8.web.core.windows.net/NSW/DH 119113.zip
nsw,Condobolin: COD001,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_068202,147.1228306,-33.04886638,123,247.4,https://nvclstore.z8.web.core.windows.net/NSW/COD001.zip
nsw,Federal: FED002,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_072356,148.8347765,-34.18909254,70,96.0,https://nvclstore.z8.web.core.windows.net/NSW/FED002_RC.zip
nsw,Tomingley: PE799D,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_098639,148.2235478,-32.58648452,1391,138.7,https://nvclstore.z8.web.core.windows.net/NSW/PE799.zip
nsw,Avoca Tank - Girilambone: TATD030,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_108570,146.8401913,-31.19627483,1815,239.5,https://nvclstore.z8.web.core.windows.net/NSW/TATD030.zip
nsw,Tritton Group ELs: TTDD028,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_110403,146.7318542,-31.39660113,695,1221.6,https://nvclstore.z8.web.core.windows.net/NSW/TTDD028.zip
nsw,Dandaloo: Dan001,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_152611,147.5530306,-32.1567192,42,228.8,https://nvclstore.z8.web.core.windows.net/NSW/Dan001.zip
nsw,Moorilda: RMPDD066,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_153463,149.3261319,-33.48941543,788,654.7,https://nvclstore.z8.web.core.windows.net/NSW/RMPDD066.zip
nsw,Cundumbul-Bakers Swamp: CND001B,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_169877,148.9417553,-32.82764547,44,424.7999878,https://nvclstore.z8.web.core.windows.net/NSW/CND001B.zip
nsw,Collerina: CODD002,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_230563,147.0594727,-32.04116424,348,198.5,https://nvclstore.z8.web.core.windows.net/NSW/CODD002.zip
nsw,McPhillamys: LMPDD127,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_232635,149.3252927,-33.48584831,622,544.3,https://nvclstore.z8.web.core.windows.net/NSW/RRLMPDD127.zip
nsw,McPhillamys: LMPDD139,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_232647,149.3237953,-33.48877448,2187,446.8999939,https://nvclstore.z8.web.core.windows.net/NSW/RRLMPDD139.zip
nsw,Thackaringa Project: 17THD06,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_234398,141.2327963,-32.07971392,612,165.5,https://nvclstore.z8.web.core.windows.net/NSW/17THD06.zip
nsw,Moorilda - EL5760: LMPDD214,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_242733,149.3270423,-33.48536631,1206,734.5999756,https://nvclstore.z8.web.core.windows.net/NSW/LMPDD214.zip
nsw,Bodangora: KSDD006,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_336108,149.0261213,-32.41981061,523,1092.8,https://nvclstore.z8.web.core.windows.net/NSW/KSDD006.zip
nsw,E48 - Northparkes: E48D58,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/MIN_363237,148.0519491,-32.92503358,87,771.8,https://nvclstore.z8.web.core.windows.net/NSW/E48D58.zip
nsw,Hawkesbury Eveleigh: Hawkesbury Eveleigh 1,https://gs.geoscience.nsw.gov.au/resource/feature/gsnsw/borehole/PET_000389,151.193868,-33.89588,34,1317.3,https://nvclstore.z8.web.core.windows.net/NSW/PHKE1.zip
